0	0	0	0	0	0	0	0	0
65	177	177	177	177	177	55	55	55
65	177	177	177	177	177	55	55	55
65	177	177	177	177	177	55	55	55
65	177	177	177	177	177	55	55	55
65	177	177	177	177	177	55	55	55
65	177	177	177	177	177	55	55	55
65	177	177	190	177	177	57	55	55
65	186	177	217	186	177	65	55	55
65	210	177	245	210	177	73	63	55
65	233	194	272	233	194	81	69	58
65	257	214	299	257	214	89	76	64
65	280	234	327	280	234	97	84	70
65	304	253	354	304	253	106	90	75
65	326	272	381	326	272	114	97	81
65	352	293	410	352	293	122	105	87
65	375	312	410	352	293	122	105	87
65	399	332	410	352	293	122	105	87
65	421	351	410	352	293	122	105	87
65	421	351	410	352	293	122	105	87
65	421	351	410	352	293	122	105	87
